id,iata_code,iata_city_code,iata_country_code,name,inserted_at,updated_at,source_type,alternative_names,icao_code,disabled_at,city_name,latitude,longitude,time_zone
arp_zdy_ae,ZDY,ZDY,AE,Delma Island Airport,2023-03-17T13:41:37.759219Z,2023-03-17T13:41:37.759219Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Dalma Island Airport""}",OMDL,,Delma Island,24.506972,52.334969,Asia/Dubai
arp_wtl_us,WTL,WTL,US,Tuntutuliak Airport,2023-03-17T13:41:37.759247Z,2023-03-17T13:41:37.759247Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Tuntutuliak,60.336585,-162.664962,America/Nome
arp_usk_ru,USK,USK,RU,Usinsk Airport,2023-03-17T13:41:37.759273Z,2023-03-17T13:41:37.759273Z,ALGORITHM,{},UUYS,,Usinsk,66.003643,57.371739,Europe/Moscow
arp_mgx_ga,MGX,MGX,GA,Moabi Airport,2023-03-17T13:41:37.7593Z,2023-03-17T13:41:37.7593Z,ALGORITHM_AND_MANUAL_REVIEW,{},FOGI,,Moabi,-2.454338,10.933387,Africa/Libreville
arp_pgr_us,PGR,PGR,US,Kirk Field,2023-03-17T13:41:37.759328Z,2023-03-17T13:41:37.759328Z,ALGORITHM,{},KPGR,,Paragould,36.062752,-90.508418,America/Chicago
arp_kha_ir,KHA,KHA,IR,Khaneh Airport,2023-03-17T13:41:37.759356Z,2023-03-17T13:41:37.759356Z,ALGORITHM_AND_MANUAL_REVIEW,{},OITH,,Khaneh,27.228474,60.71803,Asia/Tehran
arp_gac_hn,GAC,GAC,HN,Gracias Airport,2023-03-17T13:41:37.759384Z,2023-03-17T13:41:37.759384Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Celaque Airport""}",MHGS,,Gracias,14.573424,-88.595941,America/Tegucigalpa
arp_oms_ru,OMS,OMS,RU,Omsk Tsentralny Airport,2023-03-17T13:41:37.759419Z,2023-03-17T13:41:37.759419Z,ALGORITHM_AND_MANUAL_REVIEW,{},UNOO,,Omsk,54.96351,73.314128,Asia/Omsk
arp_ccj_in,CCJ,CCJ,IN,Calicut International Airport,2023-03-17T13:41:37.759446Z,2023-03-17T13:41:37.759446Z,ALGORITHM_AND_MANUAL_REVIEW,{},VOCL,,Calicut,11.137571,75.953094,Asia/Kolkata
arp_ori_us,ORI,ORI,US,Port Lions Airport,2023-03-17T13:41:37.75948Z,2023-03-17T13:41:37.75948Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Port Lions,57.884816,-152.848121,America/Anchorage
arp_cjf_au,CJF,CJF,AU,Coondewanna Airport,2023-03-17T13:41:37.759506Z,2023-03-17T13:41:37.759506Z,ALGORITHM,{},YCWA,,Coondewanna,-22.966365,118.812851,Australia/Perth
arp_shh_us,SHH,SHH,US,Shishmaref Airport,2023-03-17T13:41:37.759534Z,2023-03-17T13:41:37.759534Z,ALGORITHM,{},PASH,,Shishmaref,66.252149,-166.081857,America/Nome
arp_vnc_us,VNC,VNC,US,Venice Municipal Airport,2023-03-17T13:41:37.763965Z,2023-03-17T13:41:37.763965Z,ALGORITHM,{},KVNC,,Venice,27.072405,-82.440443,America/New_York
arp_gve_us,GVE,GVE,US,Gordonsville Municipal Airport,2023-03-17T13:41:37.764011Z,2023-03-17T13:41:37.764011Z,ALGORITHM,{},KGVE,,Gordonsville,38.155933,-78.165951,America/New_York
arp_ila_id,ILA,ILA,ID,Illaga Airport,2023-03-17T13:41:37.764041Z,2023-03-17T13:41:37.764041Z,ALGORITHM,{},WABL,,Illaga,-3.97648,137.6225,Asia/Jayapura
arp_cho_us,CHO,CHO,US,Charlottesville Albemarle Airport,2023-03-17T13:41:37.764079Z,2023-03-17T13:41:37.764079Z,ALGORITHM,{},KCHO,,Charlottesville,38.139017,-78.451674,America/New_York
arp_seb_ly,SEB,SEB,LY,Sabha Airport,2023-03-17T13:41:37.764107Z,2023-03-17T13:41:37.764107Z,ALGORITHM_AND_MANUAL_REVIEW,{},HLLS,,Sabha,26.998292,14.464239,Africa/Tripoli
arp_drd_au,DRD,DRD,AU,Dorunda Airport,2023-03-17T13:41:37.764135Z,2023-03-17T13:41:37.764135Z,ALGORITHM_AND_MANUAL_REVIEW,{},YDOR,,Dorunda,-16.553759,141.824007,Australia/Brisbane
arp_cjl_pk,CJL,CJL,PK,Chitral Airport,2023-03-17T13:41:37.764159Z,2023-03-17T13:41:37.764159Z,ALGORITHM,{},OPCH,,Chitral,35.886355,71.80016,Asia/Karachi
arp_gaa_co,GAA,GAA,CO,Guamal Airport,2023-03-17T13:41:37.764185Z,2023-03-17T13:41:37.764185Z,ALGORITHM_AND_MANUAL_REVIEW,{},SKGY,,Guamal,9.14783,-74.2358,America/Bogota
arp_snb_au,SNB,SNB,AU,Snake Bay Airport,2023-03-17T13:41:37.76421Z,2023-03-17T13:41:37.76421Z,ALGORITHM,{},YSNB,,Milikapiti,-11.422779,130.653417,Australia/Darwin
arp_rak_ma,RAK,RAK,MA,Marrakesh Menara Airport,2023-03-17T13:41:37.764236Z,2023-03-17T13:41:37.764236Z,ALGORITHM_AND_MANUAL_REVIEW,{},GMMX,,Marrakech,31.606942,-8.036552,Africa/Casablanca
arp_ytz_ca,YTZ,YTO,CA,Billy Bishop Toronto City Airport,2023-03-17T13:41:37.764263Z,2023-03-17T13:41:37.764263Z,ALGORITHM,{},CYTZ,,Toronto,43.62799,-79.396079,America/Toronto
arp_mmc_mx,MMC,MMC,MX,Ciudad Mante National Airport,2023-03-17T13:41:37.764287Z,2023-03-17T13:41:37.764287Z,ALGORITHM,{},MMDM,,Ciudad Mante,22.745814,-99.017372,America/Monterrey
arp_rae_sa,RAE,RAE,SA,Arar Domestic Airport,2023-03-17T13:41:37.764312Z,2023-03-17T13:41:37.764312Z,ALGORITHM,{},OERR,,Arar,30.905679,41.137932,Asia/Riyadh
arp_ypo_ca,YPO,YPO,CA,Peawanuck Airport,2023-03-17T13:41:37.764336Z,2023-03-17T13:41:37.764336Z,ALGORITHM,{},CYPO,,Peawanuck,54.988303,-85.442475,America/Toronto
arp_sac_us,SAC,SAC,US,Sacramento Executive Airport,2023-03-17T13:41:37.764361Z,2023-03-17T13:41:37.764361Z,ALGORITHM,{},KSAC,,Sacramento,38.512632,-121.494927,America/Los_Angeles
arp_ggw_us,GGW,GGW,US,Glasgow Valley County Airport,2023-03-17T13:41:37.764385Z,2023-03-17T13:41:37.764385Z,ALGORITHM_AND_MANUAL_REVIEW,{},KGGW,,Glasgow,48.212462,-106.615002,America/Denver
arp_ypt_ca,YPT,YPT,CA,Pender Harbour Water Airport,2023-03-17T13:41:37.764414Z,2023-03-17T13:41:37.764414Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Pender Harbour,49.623787,-124.02488,America/Vancouver
arp_mdq_ar,MDQ,MDQ,AR,Mar Del Plata Airport,2023-03-17T13:41:37.764439Z,2023-03-17T13:41:37.764439Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Ástor Piazzolla International Airport""}",SAZM,,Mar del Plata,-37.933661,-57.577518,America/Argentina/Buenos_Aires
arp_ynp_ca,YNP,YNP,CA,Natuashish Airport,2023-03-17T13:41:37.764466Z,2023-03-17T13:41:37.764466Z,ALGORITHM,{},CNH2,,Natuashish,55.913898,-61.184399,America/Goose_Bay
arp_eoi_gb,EOI,EOI,GB,Eday Airport,2023-03-17T13:41:37.76449Z,2023-03-17T13:41:37.76449Z,ALGORITHM,{},EGED,,Eday,59.190972,-2.771007,Europe/London
arp_yca_ca,YCA,YCA,CA,Courtenay Airpark,2023-03-17T13:41:37.764516Z,2023-03-17T13:41:37.764516Z,ALGORITHM_AND_MANUAL_REVIEW,{},CYCA,,Courtenay,49.680259,-124.984245,America/Vancouver
arp_mfu_zm,MFU,MFU,ZM,Mfuwe Airport,2023-03-17T13:41:37.764542Z,2023-03-17T13:41:37.764542Z,ALGORITHM,{},FLMF,,Mfuwe,-13.258046,31.93661,Africa/Lusaka
arp_laz_br,LAZ,LAZ,BR,Bom Jesus da Lapa Airport,2023-03-17T13:41:37.764565Z,2023-03-17T13:41:37.764565Z,ALGORITHM_AND_MANUAL_REVIEW,{},SBLP,,Bom Jesus da Lapa,-13.261705,-43.409058,America/Fortaleza
arp_jzh_cn,JZH,JZH,CN,Jiuzhai Huanglong Airport,2023-03-17T13:41:37.764591Z,2023-03-17T13:41:37.764591Z,ALGORITHM,{},ZUJZ,,Jiuzhaigou,32.852735,103.685041,Asia/Shanghai
arp_agb_de,AGB,MUC,DE,Augsburg Airport,2023-03-17T13:41:37.764616Z,2023-03-17T13:41:37.764616Z,ALGORITHM,{},EDMA,,Augsburg,48.424707,10.932054,Europe/Berlin
arp_hsg_jp,HSG,HSG,JP,Saga Airport,2023-03-17T13:41:37.764641Z,2023-03-17T13:41:37.764641Z,ALGORITHM,{},RJFS,,Saga,33.151012,130.302165,Asia/Tokyo
arp_wah_us,WAH,WAH,US,Harry Stern Airport,2023-03-17T13:41:37.764693Z,2023-03-17T13:41:37.764693Z,ALGORITHM_AND_MANUAL_REVIEW,{},KBWP,,Wahpeton,46.251869,-96.60989,America/Chicago
arp_fcn_de,FCN,FCN,DE,Nordholz Naval Airbase Airport,2023-03-17T13:41:37.76472Z,2023-03-17T13:41:37.76472Z,ALGORITHM,{},ETMN,,Cuxhaven,53.76757,8.6584,Europe/Berlin
arp_irb_us,IRB,IRB,US,Iraan Municipal Airport,2023-03-17T13:41:37.764747Z,2023-03-17T13:41:37.764747Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Iraan,30.907769,-101.89398,America/Chicago
arp_sjb_bo,SJB,SJB,BO,San Joaquín Airport,2023-03-17T13:41:37.764774Z,2023-03-17T13:41:37.764774Z,ALGORITHM,{},SLJO,,San Joaquín,-13.052874,-64.662008,America/La_Paz
arp_byh_us,BYH,BYH,US,Arkansas International Airport,2023-03-17T13:41:37.7648Z,2023-03-17T13:41:37.7648Z,ALGORITHM,{},KBYH,,Blytheville,35.962747,-89.94529,America/Chicago
arp_tag_ph,TAG,TAG,PH,Tagbilaran Airport,2023-03-17T13:41:37.764823Z,2023-03-17T13:41:37.764823Z,ALGORITHM_AND_MANUAL_REVIEW,{},RPVT,,Tagbilaran,9.66291,123.853462,Asia/Manila
arp_saa_us,SAA,SAA,US,Shively Field Airport,2023-03-17T13:41:37.764848Z,2023-03-17T13:41:37.764848Z,ALGORITHM_AND_MANUAL_REVIEW,{},KSAA,,Saratoga,41.444887,-106.823838,America/Denver
arp_djn_us,DJN,DJN,US,Delta Junction Airport,2023-03-17T13:41:37.764871Z,2023-03-17T13:41:37.764871Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Delta Junction,64.050932,-145.725198,America/Anchorage
arp_gtn_nz,GTN,MON,NZ,Glentanner Airport,2023-03-17T13:41:37.764909Z,2023-03-17T13:41:37.764909Z,ALGORITHM_AND_MANUAL_REVIEW,{},NZGT,,Mount Cook,-43.906683,170.12817,Pacific/Auckland
arp_plv_ua,PLV,PLV,UA,Poltava International Airport,2023-03-17T13:41:37.764935Z,2023-03-17T13:41:37.764935Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Suprunovka Airport""}",UKHP,,Poltava,49.571484,34.39768,Europe/Kiev
arp_bim_bs,BIM,BIM,BS,South Bimini Airport,2023-03-17T13:41:37.764959Z,2023-03-17T13:41:37.764959Z,ALGORITHM,{},MYBS,,Bimini,25.700387,-79.267334,America/Nassau
arp_pmt_gy,PMT,PMT,GY,Paramakatoi Airport,2023-03-17T13:41:37.764984Z,2023-03-17T13:41:37.764984Z,ALGORITHM_AND_MANUAL_REVIEW,{},SYPM,,Paramakatoi,4.700013,-59.713036,America/Guyana
arp_mpr_us,MPR,MPR,US,McPherson Airport,2023-03-17T13:41:37.765008Z,2023-03-17T13:41:37.765008Z,ALGORITHM_AND_MANUAL_REVIEW,{},KMPR,,McPherson,38.355039,-97.688728,America/Chicago
arp_cfi_au,CFI,CFI,AU,Camfield Airport,2023-03-17T13:41:37.765032Z,2023-03-17T13:41:37.765032Z,ALGORITHM_AND_MANUAL_REVIEW,{},YCFD,,Camfield Station,-17.022064,131.327611,Australia/Darwin
arp_isu_iq,ISU,ISU,IQ,Sulaimaniyah International Airport,2023-03-17T13:41:37.765058Z,2023-03-17T13:41:37.765058Z,ALGORITHM_AND_MANUAL_REVIEW,{},ORSU,,Sulaymaniyah,35.561021,45.318463,Asia/Baghdad
arp_bhb_us,BHB,BHB,US,Hancock County-Bar Harbor Airport,2023-03-17T13:41:37.765083Z,2023-03-17T13:41:37.765083Z,ALGORITHM,{},KBHB,,Bar Harbor,44.447523,-68.361794,America/New_York
arp_bkl_us,BKL,CLE,US,Cleveland Burke Lakefront Airport,2023-03-17T13:41:37.765107Z,2023-03-17T13:41:37.765107Z,ALGORITHM_AND_MANUAL_REVIEW,{},KBKL,,Cleveland,41.514519,-81.686615,America/New_York
arp_mva_is,MVA,MVA,IS,Reykjahlíð Airport,2023-03-17T13:41:37.765132Z,2023-03-17T13:41:37.765132Z,ALGORITHM,{},BIRL,,Myvatn,65.654914,-16.918909,Atlantic/Reykjavik
arp_wmh_us,WMH,WMH,US,Ozark Regional Airport,2023-03-17T13:41:37.765157Z,2023-03-17T13:41:37.765157Z,ALGORITHM_AND_MANUAL_REVIEW,{},KBPK,,Mountain Home,36.368897,-92.470517,America/Chicago
arp_beb_gb,BEB,BEB,GB,Benbecula Airport,2023-03-17T13:41:37.765183Z,2023-03-17T13:41:37.765183Z,ALGORITHM,{},EGPL,,Benbecula,57.479209,-7.365584,Europe/London
arp_emd_au,EMD,EMD,AU,Emerald Airport,2023-03-17T13:41:37.765207Z,2023-03-17T13:41:37.765207Z,ALGORITHM,{},YEML,,Emerald,-23.568228,148.176675,Australia/Brisbane
arp_gbg_us,GBG,GBG,US,Galesburg Municipal Airport,2023-03-17T13:41:37.765233Z,2023-03-17T13:41:37.765233Z,ALGORITHM,{},KGBG,,Galesburg,40.939657,-90.431152,America/Chicago
arp_lbj_id,LBJ,LBJ,ID,Komodo Airport,2023-03-17T13:41:37.765256Z,2023-03-17T13:41:37.765256Z,ALGORITHM,{},WATO,,Labuan Bajo,-8.486725,119.888901,Asia/Makassar
arp_orv_us,ORV,ORV,US,Robert,2023-03-17T13:41:37.765282Z,2023-03-17T13:41:37.765282Z,ALGORITHM,{},PFNO,,Noorvik,66.817689,-161.020955,America/Anchorage
arp_oar_us,OAR,MRY,US,Marina Municipal Airport,2023-03-17T13:41:37.765307Z,2023-03-17T13:41:37.765307Z,ALGORITHM,{},KOAR,,Marina,36.680581,-121.762693,America/Los_Angeles
arp_blr_in,BLR,BLR,IN,Bangalore Kempegowda International Airport,2023-03-17T13:41:37.765331Z,2023-03-17T13:41:37.765331Z,ALGORITHM_AND_MANUAL_REVIEW,{},VOBL,,Bangalore,13.199732,77.706719,Asia/Kolkata
arp_btj_id,BTJ,BTJ,ID,Sultan Iskandar Muda International Airport,2023-03-17T13:41:37.765356Z,2023-03-17T13:41:37.765356Z,ALGORITHM,{},WITT,,Banda Aceh,5.521236,95.419529,Asia/Jakarta
arp_pqs_us,PQS,PQS,US,Pilot Station Airport,2023-03-17T13:41:37.765381Z,2023-03-17T13:41:37.765381Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Pilot Station,61.934559,-162.899936,America/Nome
arp_aea_ki,AEA,AEA,KI,Abemama Atoll Airport,2023-03-17T13:41:37.765405Z,2023-03-17T13:41:37.765405Z,ALGORITHM,{},NGTB,,Abemama Atoll,0.490786,173.830027,Pacific/Tarawa
arp_mco_us,MCO,ORL,US,Orlando International Airport,2023-03-17T13:41:37.765431Z,2023-03-17T13:41:37.765431Z,ALGORITHM,{},KMCO,,Orlando,28.43026,-81.308493,America/New_York
arp_mex_mx,MEX,MEX,MX,Benito Juarez International Airport,2023-03-17T13:41:37.765457Z,2023-03-17T13:41:37.765457Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Mexico City International Airport""}",MMMX,,Mexico City,19.436188,-99.072003,America/Mexico_City
arp_oas_af,OAS,OAS,AF,Sharana Airstrip,2023-03-17T13:41:37.765483Z,2023-03-17T13:41:37.765483Z,ALGORITHM_AND_MANUAL_REVIEW,{},OASA,,Sharana,33.125752,68.838516,Asia/Kabul
arp_oem_sr,OEM,OEM,SR,Vincent Fayks Airport,2023-03-17T13:41:37.765508Z,2023-03-17T13:41:37.765508Z,ALGORITHM,{},SMPA,,Paloemeu,3.345279,-55.442501,America/Paramaribo
arp_atk_us,ATK,ATK,US,Atqasuk Edward Burnell Sr. Memorial Airport,2023-03-17T13:41:37.765533Z,2023-03-17T13:41:37.765533Z,ALGORITHM,{},PATQ,,Atqasuk,70.467355,-157.434673,America/Anchorage
arp_cog_co,COG,COG,CO,Mandinga Airport,2023-03-17T13:41:37.765558Z,2023-03-17T13:41:37.765558Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Condoto Airport""}",SKCD,,Condoto,5.072057,-76.67594,America/Bogota
arp_wri_us,WRI,WRI,US,McGuire Air Force Base Airport,2023-03-17T13:41:37.765583Z,2023-03-17T13:41:37.765583Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Joint Base McGuire–Dix–Lakehurst Airport""}",KWRI,,Wrightstown,40.015598,-74.591698,America/New_York
arp_wkk_us,WKK,WKK,US,Aleknagik Airport,2023-03-17T13:41:37.765608Z,2023-03-17T13:41:37.765608Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Aleknagik New Airport""}",,,Aleknagik,59.282692,-158.617899,America/Anchorage
arp_dga_bz,DGA,DGA,BZ,Dangriga Airport,2023-03-17T13:41:37.765633Z,2023-03-17T13:41:37.765633Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Dangriga,16.982362,-88.229748,America/Belize
arp_sni_lr,SNI,SNI,LR,Greenville Sinoe Airport,2023-03-17T13:41:37.765673Z,2023-03-17T13:41:37.765673Z,ALGORITHM_AND_MANUAL_REVIEW,"{""R.E. Murray Airport""}",GLGE,,Greenville,5.034853,-9.065093,Africa/Monrovia
arp_tem_au,TEM,TEM,AU,Temora Airport,2023-03-17T13:41:37.765703Z,2023-03-17T13:41:37.765703Z,ALGORITHM,{},YTEM,,Temora,-34.424223,147.513409,Australia/Sydney
arp_wap_cl,WAP,WAP,CL,Alto Palena Airport,2023-03-17T13:41:37.765728Z,2023-03-17T13:41:37.765728Z,ALGORITHM,{},SCAP,,Alto Palena,-43.611901,-71.805638,America/Santiago
arp_yfr_ca,YFR,YFR,CA,Fort Resolution Airport,2023-03-17T13:41:37.765753Z,2023-03-17T13:41:37.765753Z,ALGORITHM,{},CYFR,,Fort Resolution,61.179338,-113.688502,America/Edmonton
arp_mmt_us,MMT,CAE,US,McEntire Joint National Guard Base Airport,2023-03-17T13:41:37.765777Z,2023-03-17T13:41:37.765777Z,ALGORITHM_AND_MANUAL_REVIEW,{},KMMT,,Columbia,33.9188,-80.801919,America/New_York
arp_dug_us,DUG,DUG,US,Bisbee-Douglas International Airport,2023-03-17T13:41:37.765802Z,2023-03-17T13:41:37.765802Z,ALGORITHM_AND_MANUAL_REVIEW,{},KDUG,,Bisbee/Douglas,31.458171,-109.597852,America/Phoenix
arp_ddu_pk,DDU,DDU,PK,Dadu Airport,2023-03-17T13:41:37.765826Z,2023-03-17T13:41:37.765826Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Dadu,26.740647,67.664057,Asia/Karachi
arp_neg_jm,NEG,NEG,JM,Negril Airport,2023-03-17T13:41:37.765849Z,2023-03-17T13:41:37.765849Z,ALGORITHM,{},MKNG,,Negril,18.341475,-78.334272,America/Jamaica
arp_prc_us,PRC,PRC,US,Ernest A. Love Field,2023-03-17T13:41:37.765874Z,2023-03-17T13:41:37.765874Z,ALGORITHM,{},KPRC,,Prescott,34.652239,-112.422585,America/Phoenix
arp_piq_gy,PIQ,PIQ,GY,Pipillipai Airport,2023-03-17T13:41:37.765909Z,2023-03-17T13:41:37.765909Z,ALGORITHM_AND_MANUAL_REVIEW,{},SYPL,,Pipillipai,5.33333,-60.3333,America/Guyana
arp_hpn_us,HPN,HPN,US,Westchester County Airport,2023-03-17T13:41:37.765934Z,2023-03-17T13:41:37.765934Z,ALGORITHM,{},KHPN,,White Plains,41.067667,-73.708133,America/New_York
arp_eam_sa,EAM,EAM,SA,Najran Regional Airport,2023-03-17T13:41:37.765959Z,2023-03-17T13:41:37.765959Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Nejran Airport""}",OENG,,Nejran,17.613201,44.419306,Asia/Riyadh
arp_uax_gt,UAX,UAX,GT,Uaxactun Airport,2023-03-17T13:41:37.765984Z,2023-03-17T13:41:37.765984Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Uaxactun,17.393316,-89.634447,America/Guatemala
arp_ykz_ca,YKZ,YTO,CA,Buttonville Municipal Airport,2023-03-17T13:41:37.766009Z,2023-03-17T13:41:37.766009Z,ALGORITHM,{},CYKZ,,Toronto,43.861963,-79.369888,America/Toronto
arp_dhr_nl,DHR,DHR,NL,De Kooy Airport,2023-03-17T13:41:37.766034Z,2023-03-17T13:41:37.766034Z,ALGORITHM,{},EHKD,,Den Helder,52.922134,4.782354,Europe/Amsterdam
arp_mpw_ua,MPW,MPW,UA,Mariupol International Airport,2023-03-17T13:41:37.766059Z,2023-03-17T13:41:37.766059Z,ALGORITHM,{},UKCM,,Mariupol,47.076099,37.4496,Europe/Kiev
arp_nyu_mm,NYU,NYU,MM,Nyaung U Airport,2023-03-17T13:41:37.766083Z,2023-03-17T13:41:37.766083Z,ALGORITHM_AND_MANUAL_REVIEW,{},VYBG,,Nyaung-U,21.178575,94.929915,Asia/Yangon
arp_kcu_ug,KCU,KCU,UG,Masindi Airport,2023-03-17T13:41:37.766108Z,2023-03-17T13:41:37.766108Z,ALGORITHM_AND_MANUAL_REVIEW,{},HUMI,,Masindi,1.754124,31.736817,Africa/Kampala
arp_sqc_au,SQC,SQC,AU,Southern Cross Airport,2023-03-17T13:41:37.766132Z,2023-03-17T13:41:37.766132Z,ALGORITHM,{},YSCR,,Southern Cross,-31.239181,119.359032,Australia/Perth
arp_bym_cu,BYM,BYM,CU,Carlos Manuel de Céspedes Airport,2023-03-17T13:41:37.766158Z,2023-03-17T13:41:37.766158Z,ALGORITHM,{},MUBY,,Bayamo,20.396173,-76.620504,America/Havana
arp_juj_ar,JUJ,JUJ,AR,Gobernador Horacio Guzman International Airport,2023-03-17T13:41:37.766183Z,2023-03-17T13:41:37.766183Z,ALGORITHM,{},SASJ,,San Salvador de Jujuy,-24.389151,-65.096728,America/Argentina/Jujuy
arp_cfe_fr,CFE,CFE,FR,Clermont-Ferrand Auvergne Airport,2023-03-17T13:41:37.766207Z,2023-03-17T13:41:37.766207Z,ALGORITHM,{},LFLC,,Clermont-Ferrand,45.787676,3.165606,Europe/Paris
arp_dig_cn,DIG,DIG,CN,Diqing Shangri-La Airport,2023-03-17T13:41:37.766237Z,2023-03-17T13:41:37.766237Z,ALGORITHM_AND_MANUAL_REVIEW,{},ZPDQ,,Shangri-La,27.793373,99.67953,Asia/Shanghai
arp_hhn_de,HHN,FRA,DE,Frankfurt-Hahn Airport,2023-03-17T13:41:37.766263Z,2023-03-17T13:41:37.766263Z,ALGORITHM_AND_MANUAL_REVIEW,{},EDFH,,Frankfurt,49.946527,7.263732,Europe/Berlin
arp_nrk_se,NRK,NRK,SE,Norrköping Airport,2023-03-17T13:41:37.766288Z,2023-03-17T13:41:37.766288Z,ALGORITHM_AND_MANUAL_REVIEW,{},ESSP,,Norrköping,58.583588,16.233632,Europe/Stockholm
arp_npo_id,NPO,NPO,ID,Nanga Pinoh Airport,2023-03-17T13:41:37.766313Z,2023-03-17T13:41:37.766313Z,ALGORITHM_AND_MANUAL_REVIEW,{},WIOG,,Nangapinoh,-0.34916,111.747978,Asia/Jakarta
arp_rdr_us,RDR,GFK,US,Grand Forks Air Force Base Airport,2023-03-17T13:41:37.766337Z,2023-03-17T13:41:37.766337Z,ALGORITHM_AND_MANUAL_REVIEW,{},KRDR,,Grand Forks,47.961105,-97.401169,America/Chicago
arp_sfj_gl,SFJ,SFJ,GL,Kangerlussuaq Airport,2023-03-17T13:41:37.766362Z,2023-03-17T13:41:37.766362Z,ALGORITHM,{},BGSF,,Kangerlussuaq,67.011445,-50.711688,America/Godthab
arp_ycs_ca,YCS,YCS,CA,Chesterfield Inlet Airport,2023-03-17T13:41:37.766387Z,2023-03-17T13:41:37.766387Z,ALGORITHM,{},CYCS,,Chesterfield Inlet,63.34704,-90.731052,America/Rankin_Inlet
arp_mgl_de,MGL,DUS,DE,Mönchengladbach Airport,2023-03-17T13:41:37.766411Z,2023-03-17T13:41:37.766411Z,ALGORITHM,{},EDLN,,Mönchengladbach,51.230695,6.503223,Europe/Berlin
arp_mdu_pg,MDU,MDU,PG,Mendi Airport,2023-03-17T13:41:37.766437Z,2023-03-17T13:41:37.766437Z,ALGORITHM,{},AYMN,,Mendi,-6.147142,143.657236,Pacific/Port_Moresby
arp_bcu_ng,BCU,BCU,NG,Bauchi State Airport,2023-03-17T13:41:37.766463Z,2023-03-17T13:41:37.766463Z,ALGORITHM_AND_MANUAL_REVIEW,"{""Sir Abubakar Tafawa Balewa International Airport""}",DNBC,,Bauchi,10.483386,9.743801,Africa/Lagos
arp_miz_au,MIZ,MIZ,AU,Mainoru Airport,2023-03-17T13:41:37.766489Z,2023-03-17T13:41:37.766489Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Mainoru,-14.053694,134.094094,Australia/Darwin
arp_ssv_ph,SSV,SSV,PH,Siasi Airport,2023-03-17T13:41:37.766513Z,2023-03-17T13:41:37.766513Z,ALGORITHM_AND_MANUAL_REVIEW,{},,,Siasi,5.551295,120.817535,Asia/Manila
arp_gjl_dz,GJL,GJL,DZ,Jijel Ferhat Abbas Airport,2023-03-17T13:41:37.766538Z,2023-03-17T13:41:37.766538Z,ALGORITHM,{},DAAV,,Jijel,36.794247,5.875692,Africa/Algiers
arp_bwd_us,BWD,BWD,US,Brownwood Regional Airport,2023-03-17T13:41:37.766563Z,2023-03-17T13:41:37.766563Z,ALGORITHM,{},KBWD,,Brownwood,31.794063,-98.956153,America/Chicago
arp_orh_us,ORH,ORH,US,Worcester Regional Airport,2023-03-17T13:41:37.766587Z,2023-03-17T13:41:37.766587Z,ALGORITHM,{},KORH,,Worcester,42.267661,-71.874606,America/New_York
arp_gfo_gy,GFO,GFO,GY,Bartica Airport,2023-03-17T13:41:37.766612Z,2023-03-17T13:41:37.766612Z,ALGORITHM_AND_MANUAL_REVIEW,{},SYBT,,Bartica,6.398937,-58.628486,America/Guyana
arp_fae_fo,FAE,FAE,FO,Vágar Airport,2023-03-17T13:41:37.766635Z,2023-03-17T13:41:37.766635Z,ALGORITHM_AND_MANUAL_REVIEW,{},EKVG,,Faroe Islands,62.063464,-7.276339,Atlantic/Faroe
arp_ept_pg,EPT,EPT,PG,Eliptamin Airport,2023-03-17T13:41:37.766676Z,2023-03-17T13:41:37.766676Z,ALGORITHM_AND_MANUAL_REVIEW,{},AYEL,,Eliptamin,-5.040697,141.677586,Pacific/Port_Moresby
arp_mzh_tr,MZH,MZH,TR,Amasya Merzifon Airport,2023-03-17T13:41:37.766701Z,2023-03-17T13:41:37.766701Z,ALGORITHM,{},LTAP,,Amasya,40.829874,35.521591,Europe/Istanbul
arp_dcm_fr,DCM,DCM,FR,Castres-Mazamet Airport,2023-03-17T13:41:37.766726Z,2023-03-17T13:41:37.766726Z,ALGORITHM,{},LFCK,,Castres,43.555675,2.289841,Europe/Paris
